file,Column2,name,chinese_desc
dinopic,Chinese Name,"恐龙新世纪 (盗版替换 PIC16C57, 第 1 套)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinopic2,Chinese Name,"恐龙新世纪 (盗版替换 PIC16C57, 第 2 套)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinopic3,Chinese Name,"恐龙新世纪 (盗版替换 PIC16C57, 第 3 套)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinopic4,Long Name,"恐龙新世纪 (bootleg set 4 (with PIC16c57), 930201 etc)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinopic5,Long Name,"恐龙新世纪 (bootleg set 5 (with PIC16c57), 930223 Asia TW)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinore,Long Name,"恐龙新世纪 Readjusted (Hack, v1.0)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinorex,Chinese Name,恐龙传说 (世界版),迪诺·雷克斯是一对一的战斗游戏，六只可选择的恐龙为他们的穴居人主人而战！
dinorexj,Chinese Name,恐龙传说 (日版),迪诺·雷克斯是一对一的战斗游戏，六只可选择的恐龙为他们的穴居人主人而战！
dinorexu,Chinese Name,恐龙传说 (美版),迪诺·雷克斯是一对一的战斗游戏，六只可选择的恐龙为他们的穴居人主人而战！
dinosyn,Long Name,"恐龙新世纪 (30th-Anniversary, Hack)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinot,Long Name,"恐龙新世纪 Turbo (bootleg set 1, 930223 Asia TW)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinotpic,Long Name,"恐龙新世纪Turbo (bootleg set 2 (with PIC16c57), 930201 etc)",凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dinou,Chinese Name,恐龙新世纪 (美版 930201),凯迪拉克与恐龙：拱廊游戏，在日本被称为凯迪拉克：新世纪的恐龙是1993年由Capcom发布的拱廊游戏。这是一个侧卷打'他们的基础漫画系列异生代故事。这款游戏是作为凯迪拉克和恐龙动画系列的搭配制作的，该系列在游戏发布的同年播出。
dirtfoxj,Chinese Name,银狐 - 方程式赛车 (日版),Dirtfox是一个头顶上的赛车游戏。
disco,Chinese Name,迪斯可 No.1 ,你在溜冰场扮演一个90磅重的弱小孩子，他必须在坏人周围滑冰，以赢得可爱小妞的爱慕。通过完全包围一个或多个硬汉，并捡起漂浮在溜冰场上的各种奖金物品来赚取积分。有趣的游戏机制，漂亮的音乐和体面的图形1982年。
discoboy,Chinese Name,迪斯可男孩 ,"迪斯科男孩是一个过度困难的成人射击游戏一两个玩家。玩家控制一个男孩从平台上射击和跳下。目标是在每个阶段杀死老板，以在比赛中取得进展。

在两个玩家合作游戏中，每个玩家都站在自己的平台上。平台在播放器移动的方向上向左右倾斜，并在播放器切换方向时微动屏幕。玩家可以向下按压将平台推回。在每个阶段一段时间后，一个老板将出现，在这个时候，许多TNT捆绑将填补背景。当玩家触摸TNT时，他们会爆炸，显示出以前只是女孩在背景中的剪影的裸体图像。一旦玩家杀了老板，舞台就结束了。每个阶段都有不同的背景图像。"
discoboyp,Chinese Name,迪斯可男孩 (Promat 授权?),"迪斯科男孩是一个过度困难的成人射击游戏一两个玩家。玩家控制一个男孩从平台上射击和跳下。目标是在每个阶段杀死老板，以在比赛中取得进展。

在两个玩家合作游戏中，每个玩家都站在自己的平台上。平台在播放器移动的方向上向左右倾斜，并在播放器切换方向时微动屏幕。玩家可以向下按压将平台推回。在每个阶段一段时间后，一个老板将出现，在这个时候，许多TNT捆绑将填补背景。当玩家触摸TNT时，他们会爆炸，显示出以前只是女孩在背景中的剪影的裸体图像。一旦玩家杀了老板，舞台就结束了。每个阶段都有不同的背景图像。"
discof,Chinese Name,迪斯可 No.1 (修正版.F),你在溜冰场扮演一个90磅重的弱小孩子，他必须在坏人周围滑冰，以赢得可爱小妞的爱慕。通过完全包围一个或多个硬汉，并捡起漂浮在溜冰场上的各种奖金物品来赚取积分。有趣的游戏机制，漂亮的音乐和体面的图形1982年。
divebomb,Chinese Name,"轰炸俯冲队 (日版, 原型版)",
diverboy,Chinese Name,潜水宝宝 ,"一个反向的“炸弹杰克”类型的游戏。

这个游戏的所有歌曲都是从Data East的“翻滚流行”中撕开的。"
djboy,Chinese Name,DJ 男孩 (世界版),DJ男孩是一个侧滚动的打败他们，1989年由金子为拱廊发行，后来，创世纪。这款游戏以日本独特的80年代中后期嘻哈/城市文化为特色。你扮演DJ男孩，一个轮滑运动员，希望赢得香烟城的“轮滑”搏击比赛。
djboyj,Chinese Name,"DJ 男孩 (日版, 第 1 套)",DJ男孩是一个侧滚动的打败他们，1989年由金子为拱廊发行，后来，创世纪。这款游戏以日本独特的80年代中后期嘻哈/城市文化为特色。你扮演DJ男孩，一个轮滑运动员，希望赢得香烟城的“轮滑”搏击比赛。
djboyja,Chinese Name,"DJ 男孩 (日版, 第 2 套)",DJ男孩是一个侧滚动的打败他们，1989年由金子为拱廊发行，后来，创世纪。这款游戏以日本独特的80年代中后期嘻哈/城市文化为特色。你扮演DJ男孩，一个轮滑运动员，希望赢得香烟城的“轮滑”搏击比赛。
djboyu,Chinese Name,"DJ 男孩 (美版, 第 1 套)",DJ男孩是一个侧滚动的打败他们，1989年由金子为拱廊发行，后来，创世纪。这款游戏以日本独特的80年代中后期嘻哈/城市文化为特色。你扮演DJ男孩，一个轮滑运动员，希望赢得香烟城的“轮滑”搏击比赛。
djboyua,Chinese Name,"DJ 男孩 (美版, 第 2 套)",DJ男孩是一个侧滚动的打败他们，1989年由金子为拱廊发行，后来，创世纪。这款游戏以日本独特的80年代中后期嘻哈/城市文化为特色。你扮演DJ男孩，一个轮滑运动员，希望赢得香烟城的“轮滑”搏击比赛。
dkcbarrel,Long Name,大金刚Donkey Kong Crazy Barrels Edition,"每个人都在猴子金刚上。

""救命！救命！”美丽的少女哭着说，她被不祥的驴金刚拖上迷宫般的结构梁。“不祥的音乐警告说，等待着这个可怜的女孩的最终厄运，以免她奇迹般地被救出。”但是，等等！别害怕，美丽的少女。小马里奥，木匠，此刻正在紧追你。

小马里奥不顾一切地试图爬上强大的钢铁堡垒，把这位可爱的女士从邪恶的孔先生手中救出来，冒着生命危险，甚至更糟。小马里奥必须躲避各种障碍--火球、坠下的光束和驴金刚向他发射的爆炸桶。

在我美丽的女孩不断求救的过程中，你的挑战是把小马里奥操纵在钢结构上，同时帮助他避免快速射击的一系列危险。

当小马里奥勇敢地奋力地向上障碍物时，他被驴金刚嘲弄和取笑，驴金刚厚颜无耻地来回昂首阔步，在快乐地跳动着胸膛，希望能拥有这个美丽的女孩。你的工作就是让小马里奥上台。因为他在那里，也只有在那里，他才能派强大的驴金刚去打击凡人的厄运。让小马里奥和美丽的女孩从此幸福地生活。""叹气。叹气。""

所以，如果你想要市场上最刺激、最有趣、最谈论的家庭电子游戏，除了原版的驴金刚，不要胡闹任何东西。"
dkchrmx,Long Name,大金刚Donkey Kong Christmas Remix (Hack),"每个人都在猴子金刚上。

""救命！救命！”美丽的少女哭着说，她被不祥的驴金刚拖上迷宫般的结构梁。“不祥的音乐警告说，等待着这个可怜的女孩的最终厄运，以免她奇迹般地被救出。”但是，等等！别害怕，美丽的少女。小马里奥，木匠，此刻正在紧追你。

小马里奥不顾一切地试图爬上强大的钢铁堡垒，把这位可爱的女士从邪恶的孔先生手中救出来，冒着生命危险，甚至更糟。小马里奥必须躲避各种障碍--火球、坠下的光束和驴金刚向他发射的爆炸桶。

在我美丽的女孩不断求救的过程中，你的挑战是把小马里奥操纵在钢结构上，同时帮助他避免快速射击的一系列危险。

当小马里奥勇敢地奋力地向上障碍物时，他被驴金刚嘲弄和取笑，驴金刚厚颜无耻地来回昂首阔步，在快乐地跳动着胸膛，希望能拥有这个美丽的女孩。你的工作就是让小马里奥上台。因为他在那里，也只有在那里，他才能派强大的驴金刚去打击凡人的厄运。让小马里奥和美丽的女孩从此幸福地生活。""叹气。叹气。""

所以，如果你想要市场上最刺激、最有趣、最谈论的家庭电子游戏，除了原版的驴金刚，不要胡闹任何东西。"
dkfreerun,Long Name,大金刚Donkey Kong Freerun Edition,"每个人都在猴子金刚上。

""救命！救命！”美丽的少女哭着说，她被不祥的驴金刚拖上迷宫般的结构梁。“不祥的音乐警告说，等待着这个可怜的女孩的最终厄运，以免她奇迹般地被救出。”但是，等等！别害怕，美丽的少女。小马里奥，木匠，此刻正在紧追你。

小马里奥不顾一切地试图爬上强大的钢铁堡垒，把这位可爱的女士从邪恶的孔先生手中救出来，冒着生命危险，甚至更糟。小马里奥必须躲避各种障碍--火球、坠下的光束和驴金刚向他发射的爆炸桶。

在我美丽的女孩不断求救的过程中，你的挑战是把小马里奥操纵在钢结构上，同时帮助他避免快速射击的一系列危险。

当小马里奥勇敢地奋力地向上障碍物时，他被驴金刚嘲弄和取笑，驴金刚厚颜无耻地来回昂首阔步，在快乐地跳动着胸膛，希望能拥有这个美丽的女孩。你的工作就是让小马里奥上台。因为他在那里，也只有在那里，他才能派强大的驴金刚去打击凡人的厄运。让小马里奥和美丽的女孩从此幸福地生活。""叹气。叹气。""

所以，如果你想要市场上最刺激、最有趣、最谈论的家庭电子游戏，除了原版的驴金刚，不要胡闹任何东西。"
